"id","title","type","description","release_year","age_certification","runtime","genres","production_countries","seasons","imdb_score","imdb_votes","comedia","pais","cantidad_actores","cantidad_directores","director","cantidad_generos","cantidad_paises","largo_titulo","largo_descripcion","log_imdb_votes","genero_principal","votos_faltantes"
"tm1092075","Forever Rich","MOVIE","A rising rap superstar spirals out when a humiliating video goes viral and pushes him into a battle for redemption — over the course of one long night.",2021,"R",89,"['drama', 'comedy', 'music', 'thriller', 'crime']","['NL']",0,5.5,993,1,"NL",8,1,"Shady El-Hamus",5,1,12,151,6.90173720665657,"drama",0
"tm159362","A Haunted House 2","MOVIE","After exorcising the demons of his ex-, Malcolm starts afresh with his new girlfriend and her two children. After moving into their dream home, Malcolm is once again plagued by bizarre paranormal events.",2014,"R",86,"['comedy', 'horror', 'fantasy']","['US']",0,4.6,21514,1,"US",18,1,"Michael Tiddes",3,1,17,203,9.9765056452727,"comedy",0
"tm450375","Thackeray","MOVIE","Based on the life of Keshav Thackeray, an Indian politician who is also known as Balasaheb Thackeray.",2019,"Sin dato",139,"['drama', 'history', 'action']","['IN']",0,5.3,3334,0,"IN",6,1,"Abhijit Panse",3,1,9,101,8.11222795834972,"drama",0
"ts95274","Age of Tanks","SHOW","The history of the powerful weapon on land, the tank. Covers its entire history, from paper designs of the early-1900s to the beasts of the present day.",2017,"TV-PG",54,"['documentation', 'history']","['FR']",1,7.3,852,0,"FR",0,0,"Sin director",2,1,12,152,6.74875954749168,"documentation",0
"tm946801","Just Another Christmas","MOVIE","After taking a very nasty fall on Christmas Eve, grinchy Jorge blacks out and wakes up one year later, with no memory of the year that has passed. He soon realizes that he’s doomed to keep waking up on Christmas Eve after Christmas Eve, having to deal with the aftermath of what his other self has done the other 364 days of the year.",2020,"Sin dato",101,"['comedy', 'family', 'drama']","['BR']",0,6.7,4476,1,"BR",11,1,"Roberto Santucci",3,1,22,334,8.40670845824097,"comedy",0
"tm242646","Toro","MOVIE","Toro (Spanish for ""Bull"") is a young con man and the right hand of Romano, a powerful mob boss in Torremolinos, Málaga (Andalusia, south to Spain). After Toro decides to leave Romano to get a life free of crime, his last sting fails, resulting one of his brothers dead and he sent to jail. Five years later, Romano realizes that López, Toro's older brother, is robbing him money from his tourism business and he orders to kidnap Diana, López's little daughter, until this one get back the money. Without options, López visits Toro, now a touristic driver with the third grade prison close to get the parole, who only wants to be free to marry his girlfriend Estrella. When Toro accepts to help López and both meet Romano looking for a solution, Toro ends attacking Romano's men and fleeing with Diana, trying to escape from Romano's revenge. But Romano starts a ruthless searching for they three, meanwhile Toro counts the hours to back the prison according to the third grade...",2016,"R",105,"['thriller', 'action', 'crime', 'drama', 'european']","['ES', 'FR']",0,5.9,3209,0,"ES",9,1,"Kike Maíllo",5,2,4,979,8.07402621612406,"thriller",0
"ts53017","Best Lover","SHOW","Best Couple's background is set in modern day Korean entertainment industry. The story is about two top stars entering into a fake marriage with their own secret agendas, and through their efforts to defend their fake marriage in public, they learn about about each other's pains and weaknesses and eventually end up together. The male lead comes from a poor background and through hard work becomes a top star. He finds himself emotionally involved with his first love, fake wife and admirer. The female lead comes from a chaebol family and is an arrogant top star. She is neglected by her parents and due to a family feud/conspiracy, she must act strong in order to survive even though she is weak at times. Through a fake marriage, these two people find true love and their true selves.",2016,"TV-14",45,"['drama', 'romance']","['CN']",1,6.8,74,0,"CN",5,0,"Sin director",2,1,10,789,4.31748811353631,"drama",0
"ts35596","Bella and the Bulldogs","SHOW","A head cheerleader's life takes an unexpected twist when her rifle-like throwing arm takes her from the sidelines to becoming her middle school’s starting quarterback. Bella Dawson is a confident, caring and talented teenager, who suddenly finds herself fulfilling a lifelong dream but also having to navigate the world of her teammates Troy, Sawyer and Newt, without losing her two best friends, Pepper and Sophie from the cheer squad.",2015,"TV-G",23,"['comedy', 'family', 'sport']","['US']",2,5,2114,1,"US",6,0,"Sin director",3,1,22,436,7.65681009148038,"comedy",0
"tm51493","Vizontele","MOVIE","The story takes place in a small town (called Hakkari) in Turkey at the beginning of the 70's. The time has come to bring technology into that small town. The first Television (or called Visiontele by the citizens) arrives and the chaos begins.",2001,"Sin dato",110,"['comedy', 'drama']","['TR']",0,8,36291,1,"TR",12,1,"Yılmaz Erdoğan",2,1,9,244,10.4993526102895,"comedy",0
"ts55365","The Haunted House","SHOW","With help from a 102-year-old goblin dwelling beneath their haunted apartment building, two siblings deal with ghosts and take on spooky mysteries.",2016,"TV-PG",25,"['thriller', 'fantasy', 'horror', 'animation', 'comedy', 'drama', 'family']","['KR']",7,8.4,71,1,"KR",0,1,"tooniverse",7,1,17,147,4.27666611901606,"thriller",0
"tm369210","Ricardo Quevedo: Hay gente así","MOVIE","Droll comic Ricardo Quevedo hits Bogotá with a set that touches on embarrassing misunderstandings, sex talk, the thrill of being scared and more.",2018,"Sin dato",58,"['comedy']","['CO']",0,6.3,104,1,"CO",0,0,"Sin director",1,1,30,145,4.65396035015752,"comedy",0
"ts75355","Suburra: Blood on Rome","SHOW","In 2008, a fight over land in a seaside town near Rome spirals into a deadly battle between organized crime, corrupt politicians and the Vatican.",2017,"TV-MA",48,"['crime', 'action', 'european']","['IT']",3,7.9,14346,0,"IT",8,0,"Sin director",3,1,22,145,9.57129614009839,"crime",0
"tm921416","Class of '83","MOVIE","A hero policeman shunted to a punishment posting as the Dean of the police academy decides to punish the corrupt bureaucracy and its criminal allies in return by training five lethal assassin policemen.",2020,"Sin dato",98,"['crime', 'action', 'drama', 'thriller']","['IN']",0,5.8,5571,0,"IN",16,1,"Atul Sabharwal",4,1,12,202,8.6255093348997,"crime",0
"ts82914","Dead to Me","SHOW","A hotheaded widow searching for the hit-and-run driver who mowed down her husband befriends an eccentric optimist who isn't quite what she seems.",2019,"TV-MA",31,"['drama', 'crime', 'comedy']","['US']",2,8,73110,1,"US",5,0,"Sin director",3,1,10,145,11.1997341132132,"drama",0
"tm843276","Memories of a Teenager","MOVIE","After the suicide of his best friend and the fire of a local dance called Cromañón, including recitals, illegal parties in an abandoned warehouse and high school, a year passes by in the life of Zabo who writes everything he feels and lives in his blog, ""Memories of a teenager"".",2019,"Sin dato",93,"['drama']","['AR']",0,6.5,778,0,"AR",19,1,"Lucas Santa Ana",1,1,22,279,6.65801104587075,"drama",0
"ts78206","Welcome to Waikiki","SHOW","Kang Dong-Goo dreams of becoming a movie director, but he is cynical due to bad luck. Cheon Joon-Ki wanted to follow in his father's footsteps and become an actor, but he is now just a minor actor. Bong-Doo-Sik came to Seoul to become a scenario writer, but things have not been easy for him.

These 3 men run the guest house Waikiki in Itaewon, South Korea. Their guest house is facing bankruptcy and then a mysterious baby and single mother appear at Waikiki.",2018,"TV-MA",64,"['drama', 'comedy', 'reality']","['KR']",3,8.3,2038,1,"KR",7,0,"Sin director",3,1,18,461,7.62021477057445,"drama",0
"tm366019","BuyBust","MOVIE","A special forces team is sent to snuff out a drug den, but find themselves trapped inside it after being set-up and betrayed.",2018,"Sin dato",127,"['thriller', 'action', 'drama', 'crime']","['PH']",0,5.8,1874,0,"PH",19,1,"Erik Matti",4,1,7,125,7.53636393840451,"thriller",0
"tm233345","Love Beats Rhymes","MOVIE","A young woman dreams of making it big in the world of hip hop, but her parents demand that she finish her university degree. She dutifully agrees to complete her education, but her spoken word proves to have a powerful impact in the classroom.",2017,"R",105,"['drama']","['US']",0,5.4,1057,0,"US",15,1,"RZA",1,1,17,243,6.96413561241824,"drama",0
"tm44486","Heist","MOVIE","Joe Moore has a job he loves. He's a thief. His job goes sour when he gets caught on security camera tape. His fence, Bergman, reneges on the money he's owed, and his wife may be betraying him with the fence's young lieutenant. Moore and his partner, Bobby Blane, and their utility man, Pinky Pincus, find themselves broke, betrayed, and blackmailed. Moore is forced to commit his crew to do one last big job.",2001,"R",107,"['thriller', 'drama', 'action', 'crime', 'european']","['US']",0,6.5,36361,0,"US",29,1,"Piotr Starzak",5,1,5,409,10.5012795522792,"thriller",0
"tm814953","This Earth of Mankind","MOVIE","A Javanese royal and half-Dutch woman fall in love as Indonesia rises to independence from colonial rule.",2019,"Sin dato",181,"['drama', 'history']","['ID']",0,6.9,729,0,"ID",36,1,"Hanung Bramantyo",2,1,21,105,6.59304453414244,"drama",0
"ts81036","The Who Was? Show","SHOW","Fresh voices bring some of the most famous names in history to life. A live-action sketch comedy show based on the series of best-selling books.",2018,"Sin dato",25,"['comedy', 'family']","[]",1,6.8,604,1,"",4,0,"Sin director",2,0,17,144,6.40522845803084,"comedy",0
"ts89315","Huge in France","SHOW","Famous comedian Gad Elmaleh moves to LA to reconnect with his son and must learn to live without the celebrity perks he's accustomed to in France.",2019,"TV-MA",30,"['comedy']","['FR']",1,6.8,2809,1,"FR",4,0,"Sin director",1,1,14,146,7.94093976232779,"comedy",0
"tm179451","7 Khoon Maaf","MOVIE","Susanna is hungry for love and will go to any extent to find it in its purest form. In her quest for the perfect man, she gets married a number of times as each of her husband's die mysteriously.",2011,"Sin dato",148,"['thriller', 'comedy', 'drama']","['IN']",0,6.2,5919,1,"IN",13,1,"Vishal Bhardwaj",3,1,12,195,8.68609172787805,"thriller",0
"tm360945","Soorma","MOVIE","Soorma, a comeback story of the hockey legend Sandeep Singh is a biopic that chronicles the life and times of the famed hockey player.",2018,"PG-13",131,"['drama', 'sport']","['IN']",0,7.4,5103,0,"IN",9,1,"Shaad Ali",2,1,6,134,8.53777982502463,"drama",0
"tm155761","Ajab Prem Ki Ghazab Kahani","MOVIE","When his love interest doesn't show up for a meeting, a man and his friends go to Goa in order to find her, where they discover she loves someone else.",2009,"PG",150,"['action', 'comedy', 'romance']","['IN']",0,6.3,14380,1,"IN",14,1,"Rajkumar Santoshi",3,1,26,151,9.57366316988638,"action",0
"tm818499","Revenge of the Pontianak","MOVIE","1965, Malaysia. A small village helps Khalid and Siti prepare for their wedding day. Soon after, a great darkness falls upon the village as a string of horrific deaths and supernatural happenings create widespread fear and paranoia amongst the villagers. The events force a confession from Khalid to a murder of a girl he made pregnant years before, now believed to have returned as a Pontianak. To kill this vengeful vampire, he rallies all the men of the village and sets out into the jungle to hunt her down. But can the village stop her?",2019,"Sin dato",92,"['romance', 'horror']","['SG', 'MY']",0,5.3,267,0,"SG",13,2,"Glen Goei",2,2,24,541,5.59098698051086,"romance",0
"tm245050","The Arbitration","MOVIE","TIFF Rising Stars OC Ukeje and Somkele Iyamah-Idhalama join a stellar cast of Nollywood heavyweights in this whip-smart courtroom drama about lust, betrayal, and the price of ambition.",2016,"Sin dato",100,"['drama', 'comedy']","['NG']",0,5.1,121,1,"NG",1,1,"Niyi Akinmolayan",2,1,15,184,4.80402104473326,"drama",0
"tm475430","Super Me","MOVIE","Sang Yu is so exhausted from trying to stay awake. Every time he closes his eyes, a demon chases and kills him in his dreams. One night Sang realizes he has a special power: he can bring treasures from his dreams into reality. Almost overnight, he becomes a rich man. But his wealth also attracts the attention of a ruthless gangster.",2019,"Sin dato",102,"['fantasy', 'scifi', 'drama']","['CN']",0,5.8,1527,0,"CN",13,1,"Zhang Chong",3,1,8,334,7.33171496972647,"fantasy",0
"tm461159","Trouble","MOVIE","A pampered dog named Trouble must learn to live in the real world while trying to escape from his former owner's greedy children and must learn how to survive on the big-city streets.",2019,"Sin dato",87,"['comedy', 'family', 'music', 'animation']","['CA']",0,5.8,3187,1,"CA",16,1,"Kevin Johnson",4,1,7,183,8.06714903991011,"comedy",0
"tm428597","Being Napoleon","MOVIE","As over 6,000 immaculately dressed military re-enactors, men and women, gather for the 200th anniversary of the epic Battle of Waterloo, some of them representing real individuals from the time, whether ‘humble foot-soldiers’, ‘officers’ or the great ‘Marshal Ney.’ who is unfortunately less adapt at horsemanship than the original, the real battle is taking place elsewhere: American Mark Schneider, considered the best Napoleon in the business, vs. Frenchman Frank Samson, uniform-maker extraordinaire, as to who will be Emperor on the day. There was only one Napoleon, there can be only one Napoleon, but the Belgians are in charge, unrest is growing in the ranks, there is an outstanding prison sentence to be served, an unpaid bill for parking to which the ‘Empress Josephine’ also has something to say, and as to who meets their Waterloo first, you’ll just have to watch.",2018,"Sin dato",88,"['documentation']","['US']",0,5.5,124,0,"US",0,1,"Jesse Handsher",1,1,14,877,4.8283137373023,"documentation",0
"ts42090","Last Chance U","SHOW","In a docuseries set at one of NCAA football's most fertile recruiting grounds, guys with red flags seek to prove their worth on the field and in class.",2016,"TV-MA",55,"['documentation', 'sport']","['US']",5,8.4,6789,0,"US",4,0,"Sin director",2,1,13,151,8.82320622055274,"documentation",0
"tm435295","Ave Maryam","MOVIE","A devoted nun who cares for her elder sisters must choose between upholding her vows or pursuing her forbidden feelings for a fascinating pastor.",2019,"Sin dato",74,"['romance', 'drama']","['ID']",0,7,479,0,"ID",5,1,"Ertanto Robby Soediskam",2,1,10,145,6.17378610390194,"romance",0
"ts84167","Age of Rebellion","SHOW","Campus bullying is a serious issue that every school try to root out. When the bullying manifests to outside of the school, who is responsible to stop it?",2018,"TV-MA",83,"['drama', 'romance', 'crime']","['TW']",1,8.6,49,0,"TW",6,0,"Sin director",3,1,16,154,3.91202300542815,"drama",0
"tm270555","The Ivory Game","MOVIE","Wildlife activists and investigators put their lives on the line to battle the illegal African ivory trade, in this suspenseful on-the-ground documentary.",2016,"Sin dato",112,"['documentation', 'european']","['US', 'AT']",0,7.9,3243,0,"US",1,2,"Richard Ladkani",2,2,14,154,8.0845624152353,"documentation",0
"tm820338","The 9th Precinct","MOVIE","An idealistic cop joins an underground police unit and battles ghoulish forces threatening the balance between the human and the supernatural realms.",2019,"Sin dato",94,"['fantasy', 'thriller', 'action', 'crime', 'drama']","['TW']",0,5.6,521,0,"TW",17,1,"Wang Ding-Lin",5,1,16,149,6.25766758788264,"fantasy",0
"ts258169","Holiday Home Makeover with Mr. Christmas","SHOW","Mr. Christmas, a veteran in the interior design industry with a healthy obsession with the holiday season, takes you behind the scenes as he puts his design expertise and vast Christmas collection to good use.",2020,"TV-G",43,"['reality']","['US']",1,5.8,291,0,"US",0,0,"Sin director",1,1,40,209,5.67675380226828,"reality",0
"tm110923","Divine Intervention","MOVIE","Santa Claus tries to outrun a gang of knife-wielding youth. It's one of several vignettes of Palestinian life in Israel - in a neighborhood in Nazareth and at Al-Ram checkpoint in East Jerusalem. Most of the stories are droll, some absurd, one is mythic and fanciful; few words are spoken. A man who goes through his mail methodically each morning has a heart attack. His son visits him in hospital. The son regularly meets a woman at Al-Ram; they sit in a car, hands caressing. Once, she defies Israeli guards at the checkpoint; later, Ninja-like, she takes on soldiers at a target range. A red balloon floats free overhead. Neighbors toss garbage over walls. Life goes on until it doesn't.",2002,"Sin dato",92,"['drama', 'comedy', 'romance', 'war']","['PS', 'FR', 'MA', 'DE']",0,6.6,3598,1,"PS",14,1,"Elia Suleiman",4,4,19,691,8.18841130807903,"drama",0
"tm1146393","All Hail","MOVIE","After failing to predict a destructive hailstorm, a famous meteorologist flees to his hometown and soon finds himself on a journey of self-discovery.",2022,"Sin dato",118,"['comedy', 'drama']","['AR']",0,5.6,2840,1,"AR",29,1,"Marcos Carnevale",2,1,8,149,7.95191138185419,"comedy",0
"ts57055","Black Lightning","SHOW","Jefferson Pierce is a man wrestling with a secret. As the father of two daughters and principal of a charter high school that also serves as a safe haven for young people in a New Orleans neighborhood overrun by gang violence, he is a hero to his community.",2018,"TV-14",42,"['scifi', 'action', 'drama']","['US']",4,6.1,24646,0,"US",6,0,"Sin director",3,1,15,257,10.1124104682104,"scifi",0
"ts8308","Community","SHOW","Follow the lives of a group of students at what is possibly the world’s worst community college in the fictional locale of Greendale, Colorado.",2009,"TV-PG",23,"['comedy']","['US']",6,8.5,252564,1,"US",8,0,"Sin director",1,1,9,143,12.4394239203118,"comedy",0
"tm58382","Not Another Teen Movie","MOVIE","On a bet, a gridiron hero at John Hughes High School sets out to turn a bespectacled plain Jane into a beautiful and popular prom queen in this outrageous send-up of the teen movies of the 1980s and '90s.",2001,"R",89,"['comedy']","['US']",0,5.7,104604,1,"US",97,1,"Joel Gallen",1,1,22,204,11.5579466306177,"comedy",0
"ts82560","Dark Tourist","SHOW","The definition of ""tourism"" is redefined as New Zealand filmmaker David Farrier sets his sights on the world of dark tourism.  From nuclear tourism in Japan to Pablo Escobar-inspired tourism in Columbia to frontier tourism in Turkmenistan, David visits the world’s grisly and offbeat destinations, meeting travelers drawn to them, and the people telling these stories day after day.",2018,"TV-MA",41,"['action', 'documentation']","['NZ']",1,7.5,7158,0,"NZ",2,0,"Sin director",2,1,12,382,8.87612558539618,"action",0
"tm458326","Walk. Ride. Rodeo.","MOVIE","Tells the incredible true story of Amberley Snyder, a nationally ranked rodeo barrel racer who defies the odds after barely surviving a car accident that leaves her paralyzed from the waist down.",2019,"Sin dato",100,"['drama']","['US']",0,6.4,2341,0,"US",13,1,"Conor Allyn",1,1,18,195,7.75876054415766,"drama",0
"ts105825","The Valhalla Murders","SHOW","Police profiler Arnar is sent back home from Oslo to his native Iceland to investigate the country's first serial killer case. He teams up with the local senior cop Kata.",2019,"TV-MA",46,"['thriller', 'crime', 'drama', 'scifi']","['IS']",1,7.1,13038,0,"IS",11,0,"Sin director",4,1,20,170,9.47570014542347,"thriller",0
"tm181366","Here Comes the Rain","MOVIE","Abducted during the Lebanese Civil War and now in his 50s, Ramez is finally a free man. But he returns to society deeply traumatized by the past.",2011,"Sin dato",100,"['drama']","['LB']",0,6.3,63,0,"LB",6,1,"Bahij Hojeij",1,1,19,145,4.15888308335967,"drama",0
"tm404690","Happy Anniversary","MOVIE","A quirky couple spends their three-year dating anniversary looking back at their relationship and contemplating whether they should break up.",2018,"Sin dato",78,"['comedy']","['US']",0,5.7,4219,1,"US",22,1,"Jared Stern",1,1,17,141,8.34759040703006,"comedy",0
"tm117873","Hum Aapke Hain Koun..!","MOVIE","Prem and Nisha meet and fall in love at the wedding of their elder siblings, but their plans to be together are put in jeopardy when Nisha's sister dies, leaving behind a baby.",1994,"Sin dato",206,"['romance', 'comedy', 'drama']","['IN']",0,7.5,20986,1,"IN",15,1,"Sooraj Barjatya",3,1,22,176,9.95165847739742,"romance",0
"tm158436","Print the Legend","MOVIE","3D printing is changing the world – from printing guns and human organs to dismantling the world’s industrial infrastructure by enabling home manufacturing. The 3D Printing revolution has begun. Who will make it?",2014,"Sin dato",100,"['documentation', 'drama', 'history']","['US']",0,7,1967,0,"US",5,2,"Luis Lopez",3,1,16,212,7.5847730776122,"documentation",0
"tm839479","Fan Girl","MOVIE","A starstruck girl sneaks into an actor’s house and discovers a horrifying truth about her idol.",2020,"Sin dato",100,"['drama']","['PH']",0,6.7,366,0,"PH",6,1,"Antoinette Jadaone",1,1,8,95,5.90536184805457,"drama",0
"tm110160","Avvai Shanmugi","MOVIE","A divorced husband desperately misses his daughter. In order to be with her, he takes up a job in his father-in-law's house. The only catch is that the job is that of a female governess.",1996,"PG-13",160,"['drama', 'comedy']","['IN']",0,7.9,2528,1,"IN",21,1,"K. S. Ravikumar",2,1,14,186,7.83557924666997,"drama",0
"tm156001","And Then Came Lola","MOVIE","A talented, but distracted photographer, Lola, on the verge of success in both love and work, could lose it all if she doesn't make it to a crucial meeting on time. But, as usual, Lola is late. With her job and girlfriend on the line, she has three chances to make it right. In a desperate race through the streets and back rooms of San Francisco, time grows short-will Lola make it? Will she come at all? With a pop sensibility that mixes live action, animation and still photography, And Then Came Lola explores love's age old question in a fresh new way, ""If you try, try again, will you finally get it right?"" (Written by M. Siler and E. Seidler)",2009,"PG",71,"['comedy', 'drama', 'romance']","['US']",0,3.9,1683,1,"US",4,2,"Ellen Seidler",3,1,18,650,7.42892719480227,"comedy",0
"tm114476","Stuart Little 2","MOVIE","Stuart, an adorable white mouse, still lives happily with his adoptive family, the Littles, on the east side of Manhattan's Central Park. More crazy mouse adventures are in store as Stuart, his human brother, George, and their mischievous cat, Snowbell, set out to rescue a friend.",2002,"G",78,"['comedy', 'fantasy', 'animation', 'family']","['US']",0,5.5,53746,1,"US",15,1,"Rob Minkoff",4,1,15,281,10.8920431304788,"comedy",0
"ts84646","Warrior","SHOW","A war veteran plagued by guilt over his final mission teams up with his best friend's widow to infiltrate a dangerous Copenhagen biker gang.",2018,"TV-MA",42,"['action', 'drama', 'crime']","['DK']",1,6.7,1966,0,"DK",6,1,"Christoffer Boe",3,1,7,140,7.58426481838906,"action",0
"tm130586","Endless Love","MOVIE","Two young kids fall in love with each other. But the passion is too consuming for the parents of Jade. The parents try to stop them from seeing each other. But when this doesn't work, David burns down the house and is sent away. This doesn't stop him from seeing her. When he gets out he goes to look for her. But the passion for his first love is too strong and she has to leave.",1981,"R",116,"['drama', 'romance']","['US']",0,4.9,8374,0,"US",15,1,"Franco Zeffirelli",2,1,12,380,9.03300635669327,"drama",0
"tm850822","Fortune Feimster: Sweet & Salty","MOVIE","Actor, comedian and writer Fortune Feimster takes the stage and riffs on her southern roots, sexual awakenings, showbiz career and more.",2020,"Sin dato",61,"['comedy', 'drama']","[]",0,6.9,949,1,"",1,1,"Krysia Plonka",2,0,31,136,6.85646198459459,"comedy",0
"ts104401","Ragnarok","SHOW","A small Norwegian town experiencing warm winters and violent downpours seems to be headed for Ragnarok -- unless someone intervenes in time.",2020,"TV-MA",47,"['action', 'drama', 'fantasy', 'thriller', 'scifi']","['NO']",2,7.5,36185,0,"NO",8,0,"Sin director",5,1,8,140,10.496427582679,"action",0
"tm138497","Trailer Park Boys: Countdown to Liquor Day","MOVIE","Ricky, Julian and Bubbles are about to get out of jail, and this time, Julian vows to go straight, even open a legit business. Soon the Boys will all be rich. At least that's what they've told the parole board. But when they arrive back at the park, they find it's not the same old Sunnyvale - and it's not the same old Jim Lahey, Trailer Park Supervisor.",2009,"R",101,"['comedy', 'crime']","['CA']",0,7.3,7451,1,"CA",11,1,"Mike Clattenburg",2,1,42,355,8.91623773172148,"comedy",0
"tm319224","The Loud House Movie","MOVIE","The Loud family travel to Scotland and discover they are descendants of Scottish royalty as they move into their giant ancestral castle.",2021,"G",83,"['animation', 'action', 'thriller', 'fantasy', 'drama', 'family', 'music', 'comedy']","['US']",0,6.2,1893,1,"US",17,1,"Dave Needham",8,1,20,136,7.54644627374602,"animation",0
"tm458363","Juanita","MOVIE","Fed up with her deadbeat grown kids and marginal urban existence, Juanita takes a Greyhound bus to Paper Moon, Montana - where she reinvents herself and finds her mojo.",2019,"Sin dato",90,"['drama']","['US']",0,6,2336,0,"US",19,1,"Clark Johnson",1,1,7,168,7.75662333453886,"drama",0
"tm1079334","Bob Ross: Happy Accidents, Betrayal & Greed","MOVIE","Bob Ross brought joy to millions as the world's most famous art instructor. But a battle for his business empire cast a shadow over his happy trees.",2021,"PG-13",92,"['documentation']","['US', 'NL']",0,6.9,5674,0,"US",17,1,"Joshua Rofé",1,2,43,148,8.6438258423496,"documentation",0
"tm844978","Guatemala: Heart of the Mayan World","MOVIE","From Sierra de las Minas to Esquipulas, explore Guatemala's cultural and geological wealth, including ancient Mayan cities and other natural wonders.",2019,"Sin dato",66,"['documentation']","['GT', 'UY']",0,6.6,218,0,"GT",0,2,"Luis Ara",1,2,35,149,5.3890717298165,"documentation",0
"tm817284","Bridezilla","MOVIE","After failing to deliver for a demanding bride, a wedding planner makes a bold business move and throws the wedding of the year — for herself.",2019,"Sin dato",93,"['romance', 'drama', 'comedy']","['ID']",0,6.1,51,1,"ID",22,1,"Andibachtiar Yusuf",3,1,10,142,3.95124371858143,"romance",0
"tm887369","Jerry Seinfeld: 23 Hours to Kill","MOVIE","Jerry Seinfeld takes the stage in New York and tackles talking vs. texting, bad buffets vs. so-called ""great"" restaurants and the magic of Pop Tarts.",2020,"Sin dato",60,"['comedy']","['US']",0,6.7,5061,1,"US",1,1,"Joe DeMaio",1,1,32,149,8.52951694110507,"comedy",0
